"AGO","BDI","BEN","BFA","BWA","CAF","CIV","CMR","COD","COG","ERI","ETH","GAB","GHA","GIN","GMB","GNB","GNQ","KEN","LBR","MLI","MOZ","MRT","MWI","NAM","NER","NGA","RWA","SEN","SLE","SOM","SSD","SWZ","TCD","TGO","TZA","UGA","ZAF","ZMB","ZWE"
17.04932,0.68219178,0.46027397,0.55068493,7.83835616,0.082191781,2.3178082,2.97260274,2.794521,1.08219178,0.112328767,13.6027397,0.68767123,3.6520548,2.58082192,0.2027397,0.356164384,0.3123288,34.9260274,0.476712329,1.890410959,1209.877,0.03013699,8.643836,6.01643836,0.17808219,8.654795,2.9369863,3.70684932,0.41643836,0.5479452,0.3150685,0.50684932,0.136986301,0.24109589,28.29315,5.3616438,358.389,13.11506849,22.04383562
5.30137,0.04657534,1.81643836,2.27123288,0.02191781,0.534246575,13.090411,1.30958904,0.8849315,6.27123288,0.043835616,0.4986301,1.71780822,2.0438356,3.40547945,0.6547945,0.589041096,0.1150685,0.630137,0.183561644,20.868493151,0.05479452,103.9014,0.04383562,0.13972603,1.84931507,0.5287671,0.11780822,50.49315068,1.50958904,0.06575342,0.008219178,0.02739726,0.698630137,0.583561644,0.2164384,0.1479452,2.758904,0.30958904,0.09863014
0.3561644,0.33150685,0.39726027,0.18082192,7.5890411,0.04109589,1.3835616,1.83013699,1.40274,0.22191781,0.060273973,9.1260274,0.10410959,3.3287671,0.10958904,0.109589,0.016438356,0.005479452,75.9890411,0.221917808,0.41369863,11.07397,0.02465753,272.4055,5.93424658,0.17260274,4.323288,3.34794521,2.1369863,0.53972603,0.1178082,0.5917808,1.17534247,0.123287671,0.208219178,45.75616,8.5068493,253.9479,58.57808219,31.81917808
101.0712,0.09041096,0.19178082,0.14794521,33.78082192,0.043835616,0.9808219,0.66575342,2.30411,1.01643836,0.060273973,8.8410959,0.30684932,3.4986301,0.04657534,0.01917808,NA,0.09315068,8.9671233,0.115068493,1.030136986,5.810959,0.1342466,3.356164,337.35890411,0.1369863,7.865753,0.7890411,0.93424658,0.17260274,0.01369863,0.1260274,1.72054795,0.035616438,0.090410959,5.309589,2.860274,838.8356,22.83287671,34.20821918
0.06849315,0.73424658,10.5890411,26.86575342,0.08767123,0.84109589,19.1452055,5.00273973,1.515068,1.21917808,0.021917808,7.9287671,1.17534247,4.8410959,2.75890411,1.520548,0.375342466,0.1041096,3.9506849,1.052054795,23.671232877,0.1260274,2.041096,0.2520548,0.16164384,35.04383562,7.09863,1.70958904,33.12328767,0.73972603,0.03835616,0.07671233,0.03561644,5.210958904,8.854794521,0.4356164,1.3013699,2.586301,0.40547945,0.2109589
12.83562,0.85753425,45.70958904,8.29863014,4.20821918,0.578082192,82.4849315,66.61643836,7.90137,5.30958904,0.164383562,55.4958904,40.62191781,417.9972603,7.94794521,21.07123,1.073972603,19.5726,74.0986301,21.008219178,6.369863014,8.906849,0.3452055,5.271233,6.70136986,5.91232877,7876.844,16.52054795,72.89589041,14.3369863,0.06849315,1.50411,0.99178082,10.145205479,25.879452055,23.8,20.6246575,273.5836,12.51506849,7.93972603
0.690411,59.63287671,4.22465753,2.23013699,0.86575342,2.117808219,5.4657534,11.14520548,8.835616,6.31780822,0.210958904,30.3890411,11.55890411,9.1369863,1.62191781,0.1917808,0.063013699,0.1150685,177.509589,0.575342466,3.126027397,2.572603,0.1534247,3.073973,0.88493151,1.70136986,10.92055,57.20547945,5.88493151,0.42465753,1.027397,5.323288,0.2,1.495890411,1.482191781,65.64384,72.1808219,34.92877,14.72328767,8.70410959
2.821918,1.98356164,51.16712329,42.76986301,1.34794521,3.328767123,131.2821918,29.55068493,8.873973,22.69863014,0.057534247,11.4547945,30.97260274,39.8684932,103.34520548,111.726,43.293150685,4.652055,15.8794521,4.920547945,92.230136986,2.430137,52.98904,1.180822,0.96438356,33.99726027,63.23014,7.30136986,100.72054795,9.84383562,0.2164384,0.4712329,0.14246575,8.805479452,20.580821918,8.208219,6.0383562,53.28493,2.52054795,1.77534247
1.263014,0.0630137,0.68767123,0.8739726,0.13972603,0.021917808,7.2712329,1.01369863,0.4547945,0.26575342,0.016438356,1.8383562,0.56164384,36.6136986,3.30410959,9.942466,0.167123288,0.03561644,8.6794521,16.991780822,0.745205479,0.3150685,0.369863,0.6027397,0.08219178,0.48219178,14.81644,0.80821918,9.60547945,NA,NA,0.2191781,0.02191781,0.071232877,1.076712329,1.4,2.7452055,7.89863,0.68493151,0.81917808
0.02191781,0.04657534,0.0109589,0.01369863,0.02465753,NA,0.2273973,0.03287671,0.1013699,0.03013699,0.016438356,30.9753425,0.02739726,0.1123288,0,NA,NA,NA,162.6,0.005479452,0.098630137,0.7863014,0.07945205,0.1726027,0.02465753,0.02191781,0.1041096,1.0739726,0.17534247,0.02465753,267.6932,0.2575342,0.0109589,NA,0.005479452,0.6657534,5.7863014,2.276712,0.37808219,0.44931507
0.03835616,0.41369863,0.04931507,0.16986301,0.17534247,0.178082192,0.3013699,0.41643836,0.3643836,0.32328767,2.156164384,29.2273973,0.09041096,0.8958904,0.02191781,0.1178082,NA,0.05753425,124.939726,0.331506849,0.17260274,0.2410959,0.0109589,0.4465753,0.17260274,0.07671233,1.282192,4.1260274,0.5369863,0.30684932,0.2849315,15.23836,0.0739726,0.153424658,0.043835616,4.183562,79.1369863,10.19178,0.7890411,2.86849315
0.3780822,0.04109589,0.02465753,0.01917808,2.82739726,0.008219178,0.3150685,0.19178082,0.3753425,0.15616438,0.024657534,0.8767123,0.02191781,0.9150685,0.01369863,0.008219178,NA,0.1643836,2.0767123,0.02739726,0.021917808,0.5506849,0.002739726,1.249315,1.96164384,0.02191781,1.046575,0.29863014,0.16438356,0.03013699,0.002739726,0.03287671,NA,0.005479452,0.005479452,1.750685,1.4465753,37.9589,2.34246575,3.04657534
0.3205479,0.5890411,5.47671233,3.79178082,0.03561644,6.194520548,7.9369863,58.64383562,2.391781,3.43561644,0.010958904,11.0164384,4.92054795,2.4931507,1.21917808,0.07123288,0.090410959,0.2136986,5.8219178,0.126027397,6.684931507,0.09589041,0.8821918,0.3287671,0.04657534,5.00273973,32.72877,1.79178082,12.92054795,0.10958904,NA,0.1068493,0.01643836,NA,3.863013699,1.30137,1.9753425,6.610959,0.1260274,0.14794521
0.1917808,0.65479452,13.11780822,16.9369863,0.12054795,2.306849315,48.8219178,10.52876712,3.191781,5.72328767,0.016438356,9.3178082,12.16438356,6.0191781,4.81643836,0.9424658,3.082191781,16.34521,2.939726,1.134246575,9.569863014,0.1671233,0.8383562,0.2657534,0.16164384,7.21369863,24.81096,1.55342466,21.09041096,0.92328767,0.03013699,0.02739726,0.0109589,3.457534247,NA,0.6821918,0.890411,9.728767,0.39178082,0.27671233
4.194521,25.70958904,1.9260274,1.63835616,8.06575342,0.479452055,4.6438356,6.99178082,15.55342,3.95890411,0.454794521,51.5479452,1.96164384,12.4054795,0.60547945,0.3178082,0.093150685,0.2712329,398.9315068,1.243835616,4.120547945,26.70685,0.3150685,45.12877,6.68767123,0.3890411,24.82466,63.8739726,6.43835616,1.55068493,0.7616438,5.70137,1.59726027,1.967123288,0.821917808,3652.759,104.0082192,271.8795,46.9890411,45.39178082
1.117808,14.03013699,1.8630137,1.88493151,4.23835616,4.087671233,4.2356164,4.8,16.2274,2.3890411,2.863013699,72.4356164,1.71780822,11.8986301,0.72054795,0.5068493,0.098630137,0.5123288,400.5260274,1.843835616,2.77260274,5.920548,0.1671233,8.660274,3.68219178,1.43835616,22.95616,66.06027397,4.26575342,2.28493151,5.084932,80.81644,1.48493151,1.416438356,0.838356164,97.50685,59.9315068,108.7753,18.63013699,13.03835616
249.7671,9.82739726,14.39178082,6.6109589,436.68219178,3.443835616,43.6849315,35.05753425,154.9726,39.71780822,3.550684932,82.8,47.28493151,138.1452055,5.90958904,2.169863,0.2,3.380822,344.7671233,3.649315068,13.978082192,383.0548,2.476712,254.5151,767.69589041,2.25753425,273.3644,39.2630137,45.3260274,6.02465753,4.736986,7.860274,37.49315068,4.4,9.991780822,272.6274,107.9479452,35500.96,540.80547945,900.17260274
12.36164,3.8109589,0.66849315,0.76438356,12.41643836,0.402739726,2.9780822,2.37808219,10.97808,0.95616438,0.37260274,23.0273973,0.85205479,7.4,0.40821918,0.1671233,0.005479452,0.2547945,66.6849315,0.336986301,0.956164384,12.26301,0.1205479,54.0411,22.37534247,0.27123288,11.35616,17.86575342,2.52876712,0.57808219,0.2630137,0.9616438,2.17260274,0.191780822,0.397260274,49.91507,17.1479452,532.8027,292.21643836,97.39452055
13.33699,1.67945205,0.45205479,0.45753425,16.73972603,0.164383562,1.7808219,2.45479452,3.539726,1.94794521,0.621917808,18.3616438,0.42739726,6.2493151,0.28493151,0.09589041,0.016438356,0.2410959,48.1150685,0.435616438,0.931506849,21.58904,0.01917808,27.65753,32.3890411,0.23835616,8.90411,10.30684932,2.8739726,0.77260274,0.4630137,2.49589,2.99452055,0.197260274,0.315068493,46.08219,11.2876712,867.0932,94.52054795,546.9260274
