"AGO","BDI","BEN","BFA","BWA","CAF","CIV","CMR","COD","COG","ERI","ETH","GAB","GHA","GIN","GMB","GNB","GNQ","KEN","LBR","MLI","MOZ","MRT","MWI","NAM","NER","NGA","RWA","SEN","SLE","SOM","SSD","SWZ","TCD","TGO","TZA","UGA","ZAF","ZMB","ZWE"
NA,0.027392864747041,0.013355903791456,0.0146582738013313,0.0145317864070536,0.011983945273975,0.0181558972393866,0.0333999242498074,0.144143947831072,0.0250998623856159,0.00406585830960672,0.0429019248863157,0.0124276657097951,0.0223876476724658,0.00890021408418892,0.00266065496364233,0.00241684147926985,0.00784924641584641,0.0361812837761092,0.00580855380409702,0.01186459240657,0.0357978747497058,0.0036755897893165,0.031698203394412,0.0197522393508267,0.0155719514436551,0.087318742652159,0.0264666273359144,0.00848819411426946,0.00659389798297189,0.010952793215011,0.0147583288570082,0.00468554639030145,0.0148638424280976,0.0105031825817661,0.0557994055791605,0.0402192437806485,0.0574685752170357,0.059367560195763,0.0358313117073307
0.0194058052788547,NA,0.00435676279199165,0.00485262485342837,0.0028304309948575,0.00739559739411815,0.00542936196247792,0.0123302318720694,0.123500970914411,0.00701934188706166,0.00325753804097749,0.0427445686267189,0.00303666568601844,0.00682637167897781,0.00276924939275305,0.000855096898468714,0.000765067472790056,0.00217567614988947,0.0559572108704024,0.00170427652033348,0.00417304595849754,0.0192836309507795,0.00128165009370997,0.0221467456677994,0.00249569438163756,0.00655881178365917,0.0313639998967642,0.311685862614104,0.00275640957124908,0.00200063933939909,0.00980377152418942,0.0170299124938712,0.00150691679903798,0.00805916412180033,0.0032928187263534,0.103541644671949,0.0955913157453791,0.0141193305909617,0.0237959808537944,0.012299804928464
0.0100384629312145,0.00462235861881612,NA,0.0784304033354773,0.00125292328326179,0.00539367597853643,0.0465034928083798,0.0286601649080812,0.0212538224129251,0.00660935827484915,0.0016156250150298,0.0139620448378347,0.00480486572705648,0.135264800126032,0.0149626559868519,0.00353703633523972,0.00324191466910349,0.00525188275847192,0.00878579836557092,0.00961183075627078,0.0306126468897297,0.00504188299160511,0.00573003358297623,0.00428619306636637,0.00150276017683665,0.0289106186691743,0.257033205929555,0.00490886107625937,0.0118228257087156,0.00998798823992156,0.00331494594636672,0.00493444100151682,0.000640927057917359,0.01204288945538,0.180069712223297,0.00952491820038876,0.00965541867857009,0.00734741120678305,0.00505276369274255,0.00377643907689379
0.011002101121495,0.00514132792214113,0.0783219178600067,NA,0.00146326829721414,0.00542328091110064,0.0957046234567515,0.023915726075632,0.0226030957006347,0.00633982147279382,0.00192370398836379,0.0163852262432604,0.00438065252951606,0.159846408089572,0.0327772085409051,0.00704778448386003,0.00643260554955213,0.00440660258344262,0.0101462114300812,0.0179976050187207,0.0929598117442728,0.0059197140075973,0.012431946520089,0.0049718844617558,0.00174988873448027,0.0317583882628159,0.160133209724601,0.00544762202914358,0.0242815857767227,0.0198809148246575,0.00395770963856533,0.00550536242264345,0.000765057071300351,0.0128482849032033,0.0654318365177009,0.0109183943619639,0.0108438526196211,0.00878995522396792,0.0057452869304367,0.00440012294941741
0.0652122397601879,0.0179295118679186,0.00748067269004771,0.00874865461452873,NA,0.00627725885292697,0.0108453919302314,0.0160357942629419,0.0638309827352957,0.00915217185908692,0.00308217064490847,0.033354621095619,0.00475892255171048,0.0127643417478782,0.00567693684454092,0.00177264246080816,0.00159936709612432,0.00337824371455074,0.0290633383321742,0.00359363006647998,0.00746844839040735,0.0560283462118966,0.00244082213575822,0.0395560436992248,0.0312895319520769,0.00936188016177656,0.0467575332344144,0.0170806772948072,0.00563671017306454,0.00420977962858039,0.0093652034875757,0.00966720917478389,0.0132176026098281,0.00893539050816635,0.00588144697755084,0.0487097817641469,0.0277484816614479,0.200804743612257,0.0619470323979066,0.089336441796369
0.0266569720836813,0.0232214879696073,0.015962536942427,0.0160723839141521,0.00311150803729644,NA,0.0161982647560141,0.0787031751603882,0.123943993389036,0.0253691581515202,0.00614153643004555,0.0579962594799768,0.0108572278209965,0.0223162422747179,0.00777236752087647,0.00230636294122818,0.00206242495020215,0.00891028278581464,0.03804524632224,0.00475947595836045,0.0132774153494269,0.0150314542592448,0.00367337936749651,0.0139499035581778,0.00331062136001901,0.0285463931120609,0.147483232819491,0.0264662254062047,0.00752295967605823,0.00549905187995467,0.0117252012091462,0.0345046631461084,0.00159914242288004,0.0499628138264067,0.0114655513538289,0.03768256218956,0.0540080184631369,0.0168560159472486,0.0163596748358608,0.0106688129291068
0.0129112388550617,0.00545010387145703,0.0439989016445847,0.0906755744802807,0.00171864167975626,0.0051785442618232,NA,0.0222836231111557,0.0240241626518922,0.00676841919889468,0.00190174743211679,0.0165858786660802,0.00479151685591685,0.180345787310585,0.0673228466499102,0.0102418465208476,0.0101566641957657,0.00464116740168515,0.0105714999047873,0.068563570383699,0.045842762503233,0.0066282439676653,0.0116729329458874,0.00551114516953667,0.00211890821177279,0.0215786499012174,0.120644364445501,0.00572644566763031,0.0335308186785411,0.0465207480224775,0.00409112596590425,0.00545370036474376,0.000885297890988226,0.0109876089336607,0.0458854098955922,0.0117380100494887,0.0111738774524205,0.0103986674794822,0.00645985079578302,0.00501969658217438
0.0237839007912707,0.012394089568347,0.0271532832581019,0.0226896799832571,0.0025445908881943,0.0251952606979813,0.0223137831283498,NA,0.0678435772076258,0.0311526365261482,0.00344458550884343,0.0313650577683356,0.0202756100289828,0.0343964274079997,0.00964012350544944,0.00268614995766962,0.00242818726943437,0.0254393361652565,0.0207526713814474,0.0061457776326192,0.016535445911885,0.0106872796075337,0.00420390632304662,0.00951713332071902,0.00293990861248269,0.0340139525435808,0.347944529507812,0.0133821734993776,0.00878246700649084,0.00680759344717259,0.00700649910848475,0.0134496246844698,0.00125431090685957,0.0311131358330718,0.0189672375342566,0.0226256457275765,0.0254501815404428,0.0139478452942343,0.011713891065813,0.00801250984937566
0.0572671369722302,0.0692604349845564,0.0112344591359071,0.0119642142111845,0.00565106729530295,0.0221372435781903,0.0134216873823625,0.0378512473011277,NA,0.0286254993640821,0.00522350525088608,0.0589639067711592,0.0104282088015704,0.0173621251963615,0.00658805252891412,0.00198262919342967,0.0017829327095942,0.00692194613091414,0.0542408112273685,0.0041358116928086,0.0099002241439295,0.027503963704256,0.00294738620376564,0.0280801145271526,0.00560908992366811,0.0158652306462814,0.084469381099841,0.0710127713592504,0.0063941247215414,0.00476658960976539,0.0132932334433631,0.0273219308733453,0.00264233208453045,0.018997048287634,0.00848301572014418,0.0770433984438051,0.0826509305176642,0.0271230286321058,0.0401447853525671,0.0207085009774391
0.0500842344414073,0.0197711476376498,0.0175466840504155,0.0168544243916857,0.00406952532339753,0.0227575106787531,0.0189918271305974,0.0872945045797597,0.143771800613788,NA,0.00369328790035121,0.0365619492552853,0.052295132243842,0.0263087791250007,0.00858138254796069,0.00245316236974938,0.002226620845468,0.0225331110739533,0.0273224375088729,0.00559838937195339,0.0128364331185741,0.015925361731781,0.00359898974059777,0.0145473656167722,0.00477448108133911,0.0205042200478847,0.142815221756299,0.020782935537058,0.00792497483403115,0.00621523891332385,0.00839822441794617,0.0156041999223863,0.00184447963211382,0.0206963977866737,0.0132578342241489,0.0335667980012986,0.0347075883303018,0.0206991971603266,0.0199792144235359,0.012604932633716
0.0161136914355102,0.0182237640163432,0.00851901600648859,0.0101575330901654,0.00272200784251935,0.010942305489477,0.0105985253289112,0.019170885374143,0.0521069651781028,0.0073354416513707,NA,0.32958841043576,0.00370816046803336,0.0130853197400537,0.00574798668511393,0.00185516224942308,0.00163325073561865,0.00300974392107254,0.0702185794909211,0.00333621046853439,0.00956018761170834,0.0169183964391696,0.00300979078166936,0.0150017402074692,0.00263041368790612,0.0163941100528533,0.059875635823749,0.0204973811983701,0.00603297577715804,0.00406803578405266,0.0465966573385913,0.037757225425817,0.00168439514618295,0.0227129903744301,0.00631102812793464,0.0436043434434401,0.0589914745536413,0.0163742398716989,0.0136518549332649,0.0102541638133306
0.0196270692817025,0.0276035792998825,0.00849833345982534,0.00998707513172909,0.00340035748905827,0.011928000853475,0.0106700624618852,0.0201505621458532,0.0678978260284225,0.00838259182474384,0.0380458950982491,NA,0.00411586419012297,0.0131750908214249,0.00571915998886159,0.0018304047353882,0.00161835583430459,0.00325210952252982,0.158240415309853,0.0033702472619868,0.00918405123459638,0.0232460192143887,0.00289125813955748,0.0213130571234067,0.00316924207545247,0.0151768393840558,0.059829603293013,0.0314229952439469,0.00593266427715774,0.00407528958180259,0.0997861700494126,0.0517484065193613,0.00213042482175299,0.0203940835265495,0.00633913432898833,0.0700559980408582,0.103892319982076,0.020072618741717,0.0183486558426632,0.0134781678399449
0.0417354200498329,0.0143952095759144,0.0214685416624268,0.0196002328171653,0.003561342581146,0.0163916690477704,0.0226275767626319,0.0956206194835927,0.0881486946580215,0.0880129934701483,0.0031421791515308,0.0302132597808137,NA,0.0324050043553413,0.00973884502110914,0.00270603911328586,0.00247119544568246,0.0564724635084416,0.0217700007719919,0.00652933970030201,0.0142125961127023,0.0133136062833376,0.00390099428870722,0.0118367313950298,0.00437355931853372,0.0212580249493729,0.169555570304102,0.0150787503216707,0.00873706036450908,0.007079905823338,0.00706691066649235,0.0120955977145882,0.00162058928922339,0.0186903631749458,0.0164646191962051,0.0263135578845947,0.0262575190172823,0.0186454212056188,0.0158851231592539,0.0106028725733436
0.0115931795628832,0.0049898766932931,0.0931933570797959,0.110281884319198,0.00147293103027924,0.00519522267263835,0.131325753584143,0.025013233255341,0.0226301755807745,0.00682755322587016,0.00170976189968215,0.0149131380928338,0.00499678838105892,NA,0.0265116508594716,0.0054297387816658,0.0051197979990134,0.00515388591835548,0.00950373300065894,0.0195428823601698,0.0371399782771889,0.00575158418892062,0.00768874743377984,0.00483793404524285,0.00180185755733357,0.0231160185655835,0.158333943461523,0.0052642343872471,0.0180077856251431,0.0179165914053792,0.00361274825992489,0.00509202505116929,0.00075089630436234,0.0110245026900952,0.15469486568747,0.0104915812432994,0.0102593740223231,0.00873810410674086,0.00572160175563519,0.00435108163451279
