"variable_name","variable_description","parameter_distribution","i","j","t","parameter_name","parameter_value"
"pi","Probability of travel from i to j","point","LBR","BFA",NA,"mean",0.0451398245365419
"pi","Probability of travel from i to j","point","LSO","BFA",NA,"mean",0.00321939966858072
"pi","Probability of travel from i to j","point","MLI","BFA",NA,"mean",0.135978666063261
"pi","Probability of travel from i to j","point","MOZ","BFA",NA,"mean",0.00482263328312926
"pi","Probability of travel from i to j","point","MRT","BFA",NA,"mean",0.0585507668150446
"pi","Probability of travel from i to j","point","MWI","BFA",NA,"mean",0.00400204334307443
"pi","Probability of travel from i to j","point","NAM","BFA",NA,"mean",0.0090253840586699
"pi","Probability of travel from i to j","point","NER","BFA",NA,"mean",0.0301572417321988
"pi","Probability of travel from i to j","point","NGA","BFA",NA,"mean",0.054051549257371
"pi","Probability of travel from i to j","point","RWA","BFA",NA,"mean",0.00305176983732103
"pi","Probability of travel from i to j","point","SEN","BFA",NA,"mean",0.041123688945131
"pi","Probability of travel from i to j","point","SLE","BFA",NA,"mean",0.0376267559024169
"pi","Probability of travel from i to j","point","SOM","BFA",NA,"mean",0.00445042022335013
"pi","Probability of travel from i to j","point","SSD","BFA",NA,"mean",0.00631147243231786
"pi","Probability of travel from i to j","point","SWZ","BFA",NA,"mean",0.00515232881912267
"pi","Probability of travel from i to j","point","TCD","BFA",NA,"mean",0.017254857937321
"pi","Probability of travel from i to j","point","TGO","BFA",NA,"mean",0.0605353463584215
"pi","Probability of travel from i to j","point","TZA","BFA",NA,"mean",0.00478108225218231
"pi","Probability of travel from i to j","point","UGA","BFA",NA,"mean",0.00452370545485802
"pi","Probability of travel from i to j","point","ZAF","BFA",NA,"mean",0.00914777419176482
"pi","Probability of travel from i to j","point","ZMB","BFA",NA,"mean",0.00547931143961488
"pi","Probability of travel from i to j","point","ZWE","BFA",NA,"mean",0.0051531174602058
"pi","Probability of travel from i to j","point","AGO","BWA",NA,"mean",0.00586484348018146
"pi","Probability of travel from i to j","point","BDI","BWA",NA,"mean",0.000908670752778066
"pi","Probability of travel from i to j","point","BEN","BWA",NA,"mean",0.000332332954093236
"pi","Probability of travel from i to j","point","BFA","BWA",NA,"mean",0.000440325924908221
"pi","Probability of travel from i to j","point","BWA","BWA",NA,"mean",NA
"pi","Probability of travel from i to j","point","CAF","BWA",NA,"mean",0.000976754614404527
"pi","Probability of travel from i to j","point","CIV","BWA",NA,"mean",0.000567273253875487
"pi","Probability of travel from i to j","point","CMR","BWA",NA,"mean",0.000672207516863874
"pi","Probability of travel from i to j","point","COD","BWA",NA,"mean",0.0021426659738772
"pi","Probability of travel from i to j","point","COG","BWA",NA,"mean",0.00135408606381562
"pi","Probability of travel from i to j","point","ERI","BWA",NA,"mean",0.000751084574268732
"pi","Probability of travel from i to j","point","ETH","BWA",NA,"mean",0.00117650888822372
"pi","Probability of travel from i to j","point","GAB","BWA",NA,"mean",0.00119667212387871
"pi","Probability of travel from i to j","point","GHA","BWA",NA,"mean",0.00045694063183312
"pi","Probability of travel from i to j","point","GIN","BWA",NA,"mean",0.000510482111234572
"pi","Probability of travel from i to j","point","GMB","BWA",NA,"mean",0.000305415491217963
"pi","Probability of travel from i to j","point","GNB","BWA",NA,"mean",0.000442264433615624
"pi","Probability of travel from i to j","point","GNQ","BWA",NA,"mean",0.000860231196749209
"pi","Probability of travel from i to j","point","KEN","BWA",NA,"mean",0.00101645020504801
"pi","Probability of travel from i to j","point","LBR","BWA",NA,"mean",0.000548632696048041
"pi","Probability of travel from i to j","point","LSO","BWA",NA,"mean",0.00610513311888437
"pi","Probability of travel from i to j","point","MLI","BWA",NA,"mean",0.000595350972294623
"pi","Probability of travel from i to j","point","MOZ","BWA",NA,"mean",0.00444008259263325
"pi","Probability of travel from i to j","point","MRT","BWA",NA,"mean",0.000698301753293202
"pi","Probability of travel from i to j","point","MWI","BWA",NA,"mean",0.00303257053651383
"pi","Probability of travel from i to j","point","NAM","BWA",NA,"mean",0.0169597738972934
"pi","Probability of travel from i to j","point","NER","BWA",NA,"mean",0.000567354182848272
"pi","Probability of travel from i to j","point","NGA","BWA",NA,"mean",0.00100608369543257
"pi","Probability of travel from i to j","point","RWA","BWA",NA,"mean",0.000813872154254297
"pi","Probability of travel from i to j","point","SEN","BWA",NA,"mean",0.000591824682632229
"pi","Probability of travel from i to j","point","SLE","BWA",NA,"mean",0.000488451553261194
"pi","Probability of travel from i to j","point","SOM","BWA",NA,"mean",0.000865627710203792
"pi","Probability of travel from i to j","point","SSD","BWA",NA,"mean",0.000878541527721317
"pi","Probability of travel from i to j","point","SWZ","BWA",NA,"mean",0.00931567833513202
"pi","Probability of travel from i to j","point","TCD","BWA",NA,"mean",0.000850013736830844
"pi","Probability of travel from i to j","point","TGO","BWA",NA,"mean",0.000300604450197296
"pi","Probability of travel from i to j","point","TZA","BWA",NA,"mean",0.00189364131179157
"pi","Probability of travel from i to j","point","UGA","BWA",NA,"mean",0.000960584074514223
"pi","Probability of travel from i to j","point","ZAF","BWA",NA,"mean",0.022625346208018
"pi","Probability of travel from i to j","point","ZMB","BWA",NA,"mean",0.00583863209812174
"pi","Probability of travel from i to j","point","ZWE","BWA",NA,"mean",0.0111661396449865
"pi","Probability of travel from i to j","point","AGO","CAF",NA,"mean",0.00580958176206648
"pi","Probability of travel from i to j","point","BDI","CAF",NA,"mean",0.00328082700414726
"pi","Probability of travel from i to j","point","BEN","CAF",NA,"mean",0.00210055689535908
"pi","Probability of travel from i to j","point","BFA","CAF",NA,"mean",0.00235295342283776
"pi","Probability of travel from i to j","point","BWA","CAF",NA,"mean",0.00278440624135395
"pi","Probability of travel from i to j","point","CAF","CAF",NA,"mean",NA
"pi","Probability of travel from i to j","point","CIV","CAF",NA,"mean",0.00240320848930305
"pi","Probability of travel from i to j","point","CMR","CAF",NA,"mean",0.0108131852577973
"pi","Probability of travel from i to j","point","COD","CAF",NA,"mean",0.0121834650295184
"pi","Probability of travel from i to j","point","COG","CAF",NA,"mean",0.0114770923479125
"pi","Probability of travel from i to j","point","ERI","CAF",NA,"mean",0.00439638452499608
"pi","Probability of travel from i to j","point","ETH","CAF",NA,"mean",0.00591066198219119
"pi","Probability of travel from i to j","point","GAB","CAF",NA,"mean",0.00815294324603929
"pi","Probability of travel from i to j","point","GHA","CAF",NA,"mean",0.00230976804433166
"pi","Probability of travel from i to j","point","GIN","CAF",NA,"mean",0.00196157631359449
"pi","Probability of travel from i to j","point","GMB","CAF",NA,"mean",0.00110839359136382
"pi","Probability of travel from i to j","point","GNB","CAF",NA,"mean",0.00158904970914844
"pi","Probability of travel from i to j","point","GNQ","CAF",NA,"mean",0.00689600397929188
"pi","Probability of travel from i to j","point","KEN","CAF",NA,"mean",0.00371414764544079
"pi","Probability of travel from i to j","point","LBR","CAF",NA,"mean",0.00203114872250737
"pi","Probability of travel from i to j","point","LSO","CAF",NA,"mean",0.00136369263651472
"pi","Probability of travel from i to j","point","MLI","CAF",NA,"mean",0.00306636815136516
"pi","Probability of travel from i to j","point","MOZ","CAF",NA,"mean",0.00274265565417933
"pi","Probability of travel from i to j","point","MRT","CAF",NA,"mean",0.00298366738714508
"pi","Probability of travel from i to j","point","MWI","CAF",NA,"mean",0.00254557234508768
"pi","Probability of travel from i to j","point","NAM","CAF",NA,"mean",0.00368998463813744
"pi","Probability of travel from i to j","point","NER","CAF",NA,"mean",0.00535151677636895
"pi","Probability of travel from i to j","point","NGA","CAF",NA,"mean",0.00985702555506421
"pi","Probability of travel from i to j","point","RWA","CAF",NA,"mean",0.00359300974071791
"pi","Probability of travel from i to j","point","SEN","CAF",NA,"mean",0.00221001813303803
"pi","Probability of travel from i to j","point","SLE","CAF",NA,"mean",0.00178055580708612
"pi","Probability of travel from i to j","point","SOM","CAF",NA,"mean",0.00300885530844718
"pi","Probability of travel from i to j","point","SSD","CAF",NA,"mean",0.00988739840667093
"pi","Probability of travel from i to j","point","SWZ","CAF",NA,"mean",0.00235568187324276
"pi","Probability of travel from i to j","point","TCD","CAF",NA,"mean",0.015826621691892
"pi","Probability of travel from i to j","point","TGO","CAF",NA,"mean",0.0017168694848387
"pi","Probability of travel from i to j","point","TZA","CAF",NA,"mean",0.00383607756042089
"pi","Probability of travel from i to j","point","UGA","CAF",NA,"mean",0.00547647867815145
"pi","Probability of travel from i to j","point","ZAF","CAF",NA,"mean",0.00379713968445531
"pi","Probability of travel from i to j","point","ZMB","CAF",NA,"mean",0.00354341077629485
"pi","Probability of travel from i to j","point","ZWE","CAF",NA,"mean",0.00278273776403516
"pi","Probability of travel from i to j","point","AGO","CIV",NA,"mean",0.0148518434397924
"pi","Probability of travel from i to j","point","BDI","CIV",NA,"mean",0.00372177076056881
"pi","Probability of travel from i to j","point","BEN","CIV",NA,"mean",0.0377487037513216
"pi","Probability of travel from i to j","point","BFA","CIV",NA,"mean",0.0944155855801148
"pi","Probability of travel from i to j","point","BWA","CIV",NA,"mean",0.0082481670294566
"pi","Probability of travel from i to j","point","CAF","CIV",NA,"mean",0.0122577133729939
"pi","Probability of travel from i to j","point","CIV","CIV",NA,"mean",NA
"pi","Probability of travel from i to j","point","CMR","CIV",NA,"mean",0.0151390303954631
"pi","Probability of travel from i to j","point","COD","CIV",NA,"mean",0.0111519329742226
"pi","Probability of travel from i to j","point","COG","CIV",NA,"mean",0.0150323836289093
"pi","Probability of travel from i to j","point","ERI","CIV",NA,"mean",0.00680528007432303
"pi","Probability of travel from i to j","point","ETH","CIV",NA,"mean",0.00836860576507224
"pi","Probability of travel from i to j","point","GAB","CIV",NA,"mean",0.0187775220955695
"pi","Probability of travel from i to j","point","GHA","CIV",NA,"mean",0.138686879261189
"pi","Probability of travel from i to j","point","GIN","CIV",NA,"mean",0.127308268462092
"pi","Probability of travel from i to j","point","GMB","CIV",NA,"mean",0.0340043862802482
"pi","Probability of travel from i to j","point","GNB","CIV",NA,"mean",0.0547467658103505
"pi","Probability of travel from i to j","point","GNQ","CIV",NA,"mean",0.019127063862648
"pi","Probability of travel from i to j","point","KEN","CIV",NA,"mean",0.00509160758423547
"pi","Probability of travel from i to j","point","LBR","CIV",NA,"mean",0.233216200624908
"pi","Probability of travel from i to j","point","LSO","CIV",NA,"mean",0.00443960627973013
"pi","Probability of travel from i to j","point","MLI","CIV",NA,"mean",0.0709403631330058
"pi","Probability of travel from i to j","point","MOZ","CIV",NA,"mean",0.00631095537892391
"pi","Probability of travel from i to j","point","MRT","CIV",NA,"mean",0.062892318395561
"pi","Probability of travel from i to j","point","MWI","CIV",NA,"mean",0.00517826120550686
"pi","Probability of travel from i to j","point","NAM","CIV",NA,"mean",0.0128947154011914
"pi","Probability of travel from i to j","point","NER","CIV",NA,"mean",0.02253797407023
"pi","Probability of travel from i to j","point","NGA","CIV",NA,"mean",0.0453566943136706
"pi","Probability of travel from i to j","point","RWA","CIV",NA,"mean",0.00372058963210258
"pi","Probability of travel from i to j","point","SEN","CIV",NA,"mean",0.0680826651883552
"pi","Probability of travel from i to j","point","SLE","CIV",NA,"mean",0.112541167022294
"pi","Probability of travel from i to j","point","SOM","CIV",NA,"mean",0.00532472739441305
"pi","Probability of travel from i to j","point","SSD","CIV",NA,"mean",0.00719923989189461
"pi","Probability of travel from i to j","point","SWZ","CIV",NA,"mean",0.00699599305644483
"pi","Probability of travel from i to j","point","TCD","CIV",NA,"mean",0.0166902569332841
"pi","Probability of travel from i to j","point","TGO","CIV",NA,"mean",0.0468726019844373
"pi","Probability of travel from i to j","point","TZA","CIV",NA,"mean",0.00597763242042985
"pi","Probability of travel from i to j","point","UGA","CIV",NA,"mean",0.00539317560461778
"pi","Probability of travel from i to j","point","ZAF","CIV",NA,"mean",0.0127327568713642
"pi","Probability of travel from i to j","point","ZMB","CIV",NA,"mean",0.00720394069827098
"pi","Probability of travel from i to j","point","ZWE","CIV",NA,"mean",0.00688623299618206
"pi","Probability of travel from i to j","point","AGO","CMR",NA,"mean",0.0286014302976045
"pi","Probability of travel from i to j","point","BDI","CMR",NA,"mean",0.00907752969410153
"pi","Probability of travel from i to j","point","BEN","CMR",NA,"mean",0.0213242431964508
"pi","Probability of travel from i to j","point","BFA","CMR",NA,"mean",0.0193795026755602
"pi","Probability of travel from i to j","point","BWA","CMR",NA,"mean",0.0124323936402892
"pi","Probability of travel from i to j","point","CAF","CMR",NA,"mean",0.0701548829849265
"pi","Probability of travel from i to j","point","CIV","CMR",NA,"mean",0.0192568084079156
"pi","Probability of travel from i to j","point","CMR","CMR",NA,"mean",NA
"pi","Probability of travel from i to j","point","COD","CMR",NA,"mean",0.0346773007265143
"pi","Probability of travel from i to j","point","COG","CMR",NA,"mean",0.080843332328855
"pi","Probability of travel from i to j","point","ERI","CMR",NA,"mean",0.0128597263069095
"pi","Probability of travel from i to j","point","ETH","CMR",NA,"mean",0.0165972861399509
"pi","Probability of travel from i to j","point","GAB","CMR",NA,"mean",0.0918993899241792
"pi","Probability of travel from i to j","point","GHA","CMR",NA,"mean",0.0209930771221609
"pi","Probability of travel from i to j","point","GIN","CMR",NA,"mean",0.0139728674787416
"pi","Probability of travel from i to j","point","GMB","CMR",NA,"mean",0.00735745604063523
"pi","Probability of travel from i to j","point","GNB","CMR",NA,"mean",0.0106768653031073
"pi","Probability of travel from i to j","point","GNQ","CMR",NA,"mean",0.125127605322816
"pi","Probability of travel from i to j","point","KEN","CMR",NA,"mean",0.0105302939143089
"pi","Probability of travel from i to j","point","LBR","CMR",NA,"mean",0.0151368396567483
"pi","Probability of travel from i to j","point","LSO","CMR",NA,"mean",0.00603766688417629
"pi","Probability of travel from i to j","point","MLI","CMR",NA,"mean",0.0219428550648981
"pi","Probability of travel from i to j","point","MOZ","CMR",NA,"mean",0.0104671418592763
"pi","Probability of travel from i to j","point","MRT","CMR",NA,"mean",0.019419744209994
"pi","Probability of travel from i to j","point","MWI","CMR",NA,"mean",0.00927539747097265
"pi","Probability of travel from i to j","point","NAM","CMR",NA,"mean",0.0180705213810532
"pi","Probability of travel from i to j","point","NER","CMR",NA,"mean",0.0364432361513602
"pi","Probability of travel from i to j","point","NGA","CMR",NA,"mean",0.144407404877643
"pi","Probability of travel from i to j","point","RWA","CMR",NA,"mean",0.009356188285603
"pi","Probability of travel from i to j","point","SEN","CMR",NA,"mean",0.0147088679747029
"pi","Probability of travel from i to j","point","SLE","CMR",NA,"mean",0.012656464379879
"pi","Probability of travel from i to j","point","SOM","CMR",NA,"mean",0.00944934631226173
"pi","Probability of travel from i to j","point","SSD","CMR",NA,"mean",0.019230536032638
"pi","Probability of travel from i to j","point","SWZ","CMR",NA,"mean",0.0100370770345165
"pi","Probability of travel from i to j","point","TCD","CMR",NA,"mean",0.0520572941882308
"pi","Probability of travel from i to j","point","TGO","CMR",NA,"mean",0.016892492830202
"pi","Probability of travel from i to j","point","TZA","CMR",NA,"mean",0.0121121245957766
"pi","Probability of travel from i to j","point","UGA","CMR",NA,"mean",0.0131771661185826
"pi","Probability of travel from i to j","point","ZAF","CMR",NA,"mean",0.0171792466352658
"pi","Probability of travel from i to j","point","ZMB","CMR",NA,"mean",0.0136304592159359
"pi","Probability of travel from i to j","point","ZWE","CMR",NA,"mean",0.0112928948870582
"pi","Probability of travel from i to j","point","AGO","COD",NA,"mean",0.209899793390966
"pi","Probability of travel from i to j","point","BDI","COD",NA,"mean",0.171263016605789
"pi","Probability of travel from i to j","point","BEN","COD",NA,"mean",0.0217108260900459
"pi","Probability of travel from i to j","point","BFA","COD",NA,"mean",0.0258980843849413
"pi","Probability of travel from i to j","point","BWA","COD",NA,"mean",0.0833304281181285
"pi","Probability of travel from i to j","point","CAF","COD",NA,"mean",0.166216002845973
"pi","Probability of travel from i to j","point","CIV","COD",NA,"mean",0.0298286879823578
"pi","Probability of travel from i to j","point","CMR","COD",NA,"mean",0.0729193916753827
"pi","Probability of travel from i to j","point","COD","COD",NA,"mean",NA
"pi","Probability of travel from i to j","point","COG","COD",NA,"mean",0.201407756595537
"pi","Probability of travel from i to j","point","ERI","COD",NA,"mean",0.0561905478103515
"pi","Probability of travel from i to j","point","ETH","COD",NA,"mean",0.0922828178435516
"pi","Probability of travel from i to j","point","GAB","COD",NA,"mean",0.119427221118081
