"variable_name","variable_description","parameter_distribution","i","j","t","parameter_name","parameter_value"
"pi","Probability of travel from i to j","point","GHA","COD",NA,"mean",0.0267134883533527
"pi","Probability of travel from i to j","point","GIN","COD",NA,"mean",0.0249753478643683
"pi","Probability of travel from i to j","point","GMB","COD",NA,"mean",0.0143368188765067
"pi","Probability of travel from i to j","point","GNB","COD",NA,"mean",0.0206840715578568
"pi","Probability of travel from i to j","point","GNQ","COD",NA,"mean",0.0796225948716211
"pi","Probability of travel from i to j","point","KEN","COD",NA,"mean",0.0847272972076059
"pi","Probability of travel from i to j","point","LBR","COD",NA,"mean",0.026592417954899
"pi","Probability of travel from i to j","point","LSO","COD",NA,"mean",0.0353444411562582
"pi","Probability of travel from i to j","point","MLI","COD",NA,"mean",0.0338138484416866
"pi","Probability of travel from i to j","point","MOZ","COD",NA,"mean",0.0827694421857086
"pi","Probability of travel from i to j","point","MRT","COD",NA,"mean",0.0357214269214618
"pi","Probability of travel from i to j","point","MWI","COD",NA,"mean",0.0854971059317924
"pi","Probability of travel from i to j","point","NAM","COD",NA,"mean",0.102153360351541
"pi","Probability of travel from i to j","point","NER","COD",NA,"mean",0.0424427941834863
"pi","Probability of travel from i to j","point","NGA","COD",NA,"mean",0.0808577008392897
"pi","Probability of travel from i to j","point","RWA","COD",NA,"mean",0.166573251774923
"pi","Probability of travel from i to j","point","SEN","COD",NA,"mean",0.0282250829950751
"pi","Probability of travel from i to j","point","SLE","COD",NA,"mean",0.0232465549726164
"pi","Probability of travel from i to j","point","SOM","COD",NA,"mean",0.0530835101166199
"pi","Probability of travel from i to j","point","SSD","COD",NA,"mean",0.116634155510818
"pi","Probability of travel from i to j","point","SWZ","COD",NA,"mean",0.0634074011423564
"pi","Probability of travel from i to j","point","TCD","COD",NA,"mean",0.0820031761620486
"pi","Probability of travel from i to j","point","TGO","COD",NA,"mean",0.0187681414180043
"pi","Probability of travel from i to j","point","TZA","COD",NA,"mean",0.131112117313614
"pi","Probability of travel from i to j","point","UGA","COD",NA,"mean",0.13525920957072
"pi","Probability of travel from i to j","point","ZAF","COD",NA,"mean",0.0992118726958877
"pi","Probability of travel from i to j","point","ZMB","COD",NA,"mean",0.148616106617152
"pi","Probability of travel from i to j","point","ZWE","COD",NA,"mean",0.0897272106897741
"pi","Probability of travel from i to j","point","AGO","COG",NA,"mean",0.0137032730364966
"pi","Probability of travel from i to j","point","BDI","COG",NA,"mean",0.00318530797499082
"pi","Probability of travel from i to j","point","BEN","COG",NA,"mean",0.00271602426143628
"pi","Probability of travel from i to j","point","BFA","COG",NA,"mean",0.00288580732711967
"pi","Probability of travel from i to j","point","BWA","COG",NA,"mean",0.00437503724288847
"pi","Probability of travel from i to j","point","CAF","COG",NA,"mean",0.013008290743249
"pi","Probability of travel from i to j","point","CIV","COG",NA,"mean",0.00334039786248717
"pi","Probability of travel from i to j","point","CMR","COG",NA,"mean",0.0141230437579226
"pi","Probability of travel from i to j","point","COD","COG",NA,"mean",0.0167325656606264
"pi","Probability of travel from i to j","point","COG","COG",NA,"mean",NA
"pi","Probability of travel from i to j","point","ERI","COG",NA,"mean",0.00289009356620447
"pi","Probability of travel from i to j","point","ETH","COG",NA,"mean",0.00409671142952762
"pi","Probability of travel from i to j","point","GAB","COG",NA,"mean",0.0552736086170929
"pi","Probability of travel from i to j","point","GHA","COG",NA,"mean",0.00323032189112399
"pi","Probability of travel from i to j","point","GIN","COG",NA,"mean",0.00254886809444366
"pi","Probability of travel from i to j","point","GMB","COG",NA,"mean",0.00138121738865345
"pi","Probability of travel from i to j","point","GNB","COG",NA,"mean",0.00201354335280209
"pi","Probability of travel from i to j","point","GNQ","COG",NA,"mean",0.0226983085533285
"pi","Probability of travel from i to j","point","KEN","COG",NA,"mean",0.00297936256083393
"pi","Probability of travel from i to j","point","LBR","COG",NA,"mean",0.00283351142346771
"pi","Probability of travel from i to j","point","LSO","COG",NA,"mean",0.00192250441403522
"pi","Probability of travel from i to j","point","MLI","COG",NA,"mean",0.00343309993480078
"pi","Probability of travel from i to j","point","MOZ","COG",NA,"mean",0.00340268056605143
"pi","Probability of travel from i to j","point","MRT","COG",NA,"mean",0.00339077740254714
"pi","Probability of travel from i to j","point","MWI","COG",NA,"mean",0.00310259363149606
"pi","Probability of travel from i to j","point","NAM","COG",NA,"mean",0.00646955158683805
"pi","Probability of travel from i to j","point","NER","COG",NA,"mean",0.00429361333107738
"pi","Probability of travel from i to j","point","NGA","COG",NA,"mean",0.0110559032436649
"pi","Probability of travel from i to j","point","RWA","COG",NA,"mean",0.00318589804197714
"pi","Probability of travel from i to j","point","SEN","COG",NA,"mean",0.00272436560553456
"pi","Probability of travel from i to j","point","SLE","COG",NA,"mean",0.00237519312516613
"pi","Probability of travel from i to j","point","SOM","COG",NA,"mean",0.00240643239271933
"pi","Probability of travel from i to j","point","SSD","COG",NA,"mean",0.00472159221941707
"pi","Probability of travel from i to j","point","SWZ","COG",NA,"mean",0.00321475483252533
"pi","Probability of travel from i to j","point","TCD","COG",NA,"mean",0.00684932933243039
"pi","Probability of travel from i to j","point","TGO","COG",NA,"mean",0.00234958921573087
"pi","Probability of travel from i to j","point","TZA","COG",NA,"mean",0.00391802990044664
"pi","Probability of travel from i to j","point","UGA","COG",NA,"mean",0.00387838032259765
"pi","Probability of travel from i to j","point","ZAF","COG",NA,"mean",0.00555911546023867
"pi","Probability of travel from i to j","point","ZMB","COG",NA,"mean",0.00515566650933509
"pi","Probability of travel from i to j","point","ZWE","COG",NA,"mean",0.00390129967379083
"pi","Probability of travel from i to j","point","AGO","ERI",NA,"mean",0.00154015936846736
"pi","Probability of travel from i to j","point","BDI","ERI",NA,"mean",0.00116557683727071
"pi","Probability of travel from i to j","point","BEN","ERI",NA,"mean",0.000484268431040629
"pi","Probability of travel from i to j","point","BFA","ERI",NA,"mean",0.00065570051417866
"pi","Probability of travel from i to j","point","BWA","ERI",NA,"mean",0.0011173555520532
"pi","Probability of travel from i to j","point","CAF","ERI",NA,"mean",0.00229430468675949
"pi","Probability of travel from i to j","point","CIV","ERI",NA,"mean",0.000696279185931629
"pi","Probability of travel from i to j","point","CMR","ERI",NA,"mean",0.0010343866014952
"pi","Probability of travel from i to j","point","COD","ERI",NA,"mean",0.00214939718007163
"pi","Probability of travel from i to j","point","COG","ERI",NA,"mean",0.00133069635099072
"pi","Probability of travel from i to j","point","ERI","ERI",NA,"mean",NA
"pi","Probability of travel from i to j","point","ETH","ERI",NA,"mean",0.0193410438175413
"pi","Probability of travel from i to j","point","GAB","ERI",NA,"mean",0.00113937606026944
"pi","Probability of travel from i to j","point","GHA","ERI",NA,"mean",0.000591782248934857
"pi","Probability of travel from i to j","point","GIN","ERI",NA,"mean",0.000651995067882544
"pi","Probability of travel from i to j","point","GMB","ERI",NA,"mean",0.00040481671184311
"pi","Probability of travel from i to j","point","GNB","ERI",NA,"mean",0.000570293870531634
"pi","Probability of travel from i to j","point","GNQ","ERI",NA,"mean",0.000951842986156692
"pi","Probability of travel from i to j","point","KEN","ERI",NA,"mean",0.00344304927913344
"pi","Probability of travel from i to j","point","LBR","ERI",NA,"mean",0.000635749149347008
"pi","Probability of travel from i to j","point","LSO","ERI",NA,"mean",0.00064955877507065
"pi","Probability of travel from i to j","point","MLI","ERI",NA,"mean",0.000989107232913899
"pi","Probability of travel from i to j","point","MOZ","ERI",NA,"mean",0.00146004425147178
"pi","Probability of travel from i to j","point","MRT","ERI",NA,"mean",0.00111251286253044
"pi","Probability of travel from i to j","point","MWI","ERI",NA,"mean",0.0012876218654513
"pi","Probability of travel from i to j","point","NAM","ERI",NA,"mean",0.00132923129330256
"pi","Probability of travel from i to j","point","NER","ERI",NA,"mean",0.00133951370642212
"pi","Probability of travel from i to j","point","NGA","ERI",NA,"mean",0.00167219405967873
"pi","Probability of travel from i to j","point","RWA","ERI",NA,"mean",0.00125769907963796
"pi","Probability of travel from i to j","point","SEN","ERI",NA,"mean",0.000804432372180992
"pi","Probability of travel from i to j","point","SLE","ERI",NA,"mean",0.000592032510986831
"pi","Probability of travel from i to j","point","SOM","ERI",NA,"mean",0.00659227620724023
"pi","Probability of travel from i to j","point","SSD","ERI",NA,"mean",0.00509981394337488
"pi","Probability of travel from i to j","point","SWZ","ERI",NA,"mean",0.00116415507725987
"pi","Probability of travel from i to j","point","TCD","ERI",NA,"mean",0.00304801290106299
"pi","Probability of travel from i to j","point","TGO","ERI",NA,"mean",0.000409766819006638
"pi","Probability of travel from i to j","point","TZA","ERI",NA,"mean",0.00210656543886809
"pi","Probability of travel from i to j","point","UGA","ERI",NA,"mean",0.00281894284709513
"pi","Probability of travel from i to j","point","ZAF","ERI",NA,"mean",0.0017136794290246
"pi","Probability of travel from i to j","point","ZMB","ERI",NA,"mean",0.00134861529820695
"pi","Probability of travel from i to j","point","ZWE","ERI",NA,"mean",0.0012409711650329
"pi","Probability of travel from i to j","point","AGO","ETH",NA,"mean",0.0575288793102589
"pi","Probability of travel from i to j","point","BDI","ETH",NA,"mean",0.0555941895132049
"pi","Probability of travel from i to j","point","BEN","ETH",NA,"mean",0.0144595547204712
"pi","Probability of travel from i to j","point","BFA","ETH",NA,"mean",0.0192626179700684
"pi","Probability of travel from i to j","point","BWA","ETH",NA,"mean",0.0429358240790149
"pi","Probability of travel from i to j","point","CAF","ETH",NA,"mean",0.0756682320605417
"pi","Probability of travel from i to j","point","CIV","ETH",NA,"mean",0.0210045102708529
"pi","Probability of travel from i to j","point","CMR","ETH",NA,"mean",0.0327499230417212
"pi","Probability of travel from i to j","point","COD","ETH",NA,"mean",0.0865956940577504
"pi","Probability of travel from i to j","point","COG","ETH",NA,"mean",0.0462726612903552
"pi","Probability of travel from i to j","point","ERI","ETH",NA,"mean",0.474462562871816
"pi","Probability of travel from i to j","point","ETH","ETH",NA,"mean",NA
"pi","Probability of travel from i to j","point","GAB","ETH",NA,"mean",0.0383465445818166
"pi","Probability of travel from i to j","point","GHA","ETH",NA,"mean",0.0178543746068383
"pi","Probability of travel from i to j","point","GIN","ETH",NA,"mean",0.0194110131481294
"pi","Probability of travel from i to j","point","GMB","ETH",NA,"mean",0.0119389865398634
"pi","Probability of travel from i to j","point","GNB","ETH",NA,"mean",0.016900094718635
"pi","Probability of travel from i to j","point","GNQ","ETH",NA,"mean",0.031084229872126
"pi","Probability of travel from i to j","point","KEN","ETH",NA,"mean",0.256408146590189
"pi","Probability of travel from i to j","point","LBR","ETH",NA,"mean",0.0192522891549071
"pi","Probability of travel from i to j","point","LSO","ETH",NA,"mean",0.0246463748893815
"pi","Probability of travel from i to j","point","MLI","ETH",NA,"mean",0.0283104034399926
"pi","Probability of travel from i to j","point","MOZ","ETH",NA,"mean",0.0624270572448743
"pi","Probability of travel from i to j","point","MRT","ETH",NA,"mean",0.0318411169761757
"pi","Probability of travel from i to j","point","MWI","ETH",NA,"mean",0.0571575141337733
"pi","Probability of travel from i to j","point","NAM","ETH",NA,"mean",0.0490475377772117
"pi","Probability of travel from i to j","point","NER","ETH",NA,"mean",0.0367809146737937
"pi","Probability of travel from i to j","point","NGA","ETH",NA,"mean",0.0500224275419498
"pi","Probability of travel from i to j","point","RWA","ETH",NA,"mean",0.0608025142405785
"pi","Probability of travel from i to j","point","SEN","ETH",NA,"mean",0.023636094730798
"pi","Probability of travel from i to j","point","SLE","ETH",NA,"mean",0.0177609400819665
"pi","Probability of travel from i to j","point","SOM","ETH",NA,"mean",0.463642335224104
"pi","Probability of travel from i to j","point","SSD","ETH",NA,"mean",0.217438217149516
"pi","Probability of travel from i to j","point","SWZ","ETH",NA,"mean",0.0453608060052654
"pi","Probability of travel from i to j","point","TCD","ETH",NA,"mean",0.0808755259819617
"pi","Probability of travel from i to j","point","TGO","ETH",NA,"mean",0.0123297358515175
"pi","Probability of travel from i to j","point","TZA","ETH",NA,"mean",0.107339731015118
"pi","Probability of travel from i to j","point","UGA","ETH",NA,"mean",0.159219165864841
"pi","Probability of travel from i to j","point","ZAF","ETH",NA,"mean",0.064471885057007
"pi","Probability of travel from i to j","point","ZMB","ETH",NA,"mean",0.0562541546693041
"pi","Probability of travel from i to j","point","ZWE","ETH",NA,"mean",0.0504858813150532
"pi","Probability of travel from i to j","point","AGO","GAB",NA,"mean",0.00484642709938839
"pi","Probability of travel from i to j","point","BDI","GAB",NA,"mean",0.000968299097202898
"pi","Probability of travel from i to j","point","BEN","GAB",NA,"mean",0.00147774740646722
"pi","Probability of travel from i to j","point","BFA","GAB",NA,"mean",0.00148317900135083
"pi","Probability of travel from i to j","point","BWA","GAB",NA,"mean",0.00163466608449874
"pi","Probability of travel from i to j","point","CAF","GAB",NA,"mean",0.00390679991773963
"pi","Probability of travel from i to j","point","CIV","GAB",NA,"mean",0.00176411551726436
"pi","Probability of travel from i to j","point","CMR","GAB",NA,"mean",0.00678758245095884
"pi","Probability of travel from i to j","point","COD","GAB",NA,"mean",0.00419476914355718
"pi","Probability of travel from i to j","point","COG","GAB",NA,"mean",0.0233687891896795
"pi","Probability of travel from i to j","point","ERI","GAB",NA,"mean",0.00104620892147086
"pi","Probability of travel from i to j","point","ETH","GAB",NA,"mean",0.00143534242956856
"pi","Probability of travel from i to j","point","GAB","GAB",NA,"mean",NA
"pi","Probability of travel from i to j","point","GHA","GAB",NA,"mean",0.00177079820552517
"pi","Probability of travel from i to j","point","GIN","GAB",NA,"mean",0.00127464433067515
"pi","Probability of travel from i to j","point","GMB","GAB",NA,"mean",0.000669054911542764
"pi","Probability of travel from i to j","point","GNB","GAB",NA,"mean",0.000982055622288088
"pi","Probability of travel from i to j","point","GNQ","GAB",NA,"mean",0.0275994970824911
"pi","Probability of travel from i to j","point","KEN","GAB",NA,"mean",0.00100205399926549
"pi","Probability of travel from i to j","point","LBR","GAB",NA,"mean",0.00146104304766585
"pi","Probability of travel from i to j","point","LSO","GAB",NA,"mean",0.000736809922555228
"pi","Probability of travel from i to j","point","MLI","GAB",NA,"mean",0.00166995364853088
"pi","Probability of travel from i to j","point","MOZ","GAB",NA,"mean",0.00120779045405713
"pi","Probability of travel from i to j","point","MRT","GAB",NA,"mean",0.00161050100578448
"pi","Probability of travel from i to j","point","MWI","GAB",NA,"mean",0.00106833563171703
"pi","Probability of travel from i to j","point","NAM","GAB",NA,"mean",0.00254431342060032
"pi","Probability of travel from i to j","point","NER","GAB",NA,"mean",0.00194009479284782
"pi","Probability of travel from i to j","point","NGA","GAB",NA,"mean",0.00581571271687878
"pi","Probability of travel from i to j","point","RWA","GAB",NA,"mean",0.000964665438832488
"pi","Probability of travel from i to j","point","SEN","GAB",NA,"mean",0.00131885055083545
"pi","Probability of travel from i to j","point","SLE","GAB",NA,"mean",0.0011927702539289
"pi","Probability of travel from i to j","point","SOM","GAB",NA,"mean",0.000860447378952323
"pi","Probability of travel from i to j","point","SSD","GAB",NA,"mean",0.00153975227839576
"pi","Probability of travel from i to j","point","SWZ","GAB",NA,"mean",0.0012065194539531
"pi","Probability of travel from i to j","point","TCD","GAB",NA,"mean",0.0026509838018219
"pi","Probability of travel from i to j","point","TGO","GAB",NA,"mean",0.00129991925199721
"pi","Probability of travel from i to j","point","TZA","GAB",NA,"mean",0.00129391961957445
"pi","Probability of travel from i to j","point","UGA","GAB",NA,"mean",0.0012307607725582
"pi","Probability of travel from i to j","point","ZAF","GAB",NA,"mean",0.00214548888892283
"pi","Probability of travel from i to j","point","ZMB","GAB",NA,"mean",0.00172986881295713
"pi","Probability of travel from i to j","point","ZWE","GAB",NA,"mean",0.00139438122035
"pi","Probability of travel from i to j","point","AGO","GHA",NA,"mean",0.019411608728988
"pi","Probability of travel from i to j","point","BDI","GHA",NA,"mean",0.00497173350600441
"pi","Probability of travel from i to j","point","BEN","GHA",NA,"mean",0.129173246093478
"pi","Probability of travel from i to j","point","BFA","GHA",NA,"mean",0.173425930267911
"pi","Probability of travel from i to j","point","BWA","GHA",NA,"mean",0.010231570834996
"pi","Probability of travel from i to j","point","CAF","GHA",NA,"mean",0.0181427776897067
"pi","Probability of travel from i to j","point","CIV","GHA",NA,"mean",0.213576159989345
"pi","Probability of travel from i to j","point","CMR","GHA",NA,"mean",0.0254160028633581
"pi","Probability of travel from i to j","point","COD","GHA",NA,"mean",0.0153802714653232
"pi","Probability of travel from i to j","point","COG","GHA",NA,"mean",0.0223868429191955
"pi","Probability of travel from i to j","point","ERI","GHA",NA,"mean",0.00890721473923602
"pi","Probability of travel from i to j","point","ETH","GHA",NA,"mean",0.010954752995066
"pi","Probability of travel from i to j","point","GAB","GHA",NA,"mean",0.0290267045789521
"pi","Probability of travel from i to j","point","GHA","GHA",NA,"mean",NA
"pi","Probability of travel from i to j","point","GIN","GHA",NA,"mean",0.0660218954763866
"pi","Probability of travel from i to j","point","GMB","GHA",NA,"mean",0.0246139007629566
"pi","Probability of travel from i to j","point","GNB","GHA",NA,"mean",0.0374493669843114
"pi","Probability of travel from i to j","point","GNQ","GHA",NA,"mean",0.031725821248004
"pi","Probability of travel from i to j","point","KEN","GHA",NA,"mean",0.00666380997420119
"pi","Probability of travel from i to j","point","LBR","GHA",NA,"mean",0.0841697898921926
"pi","Probability of travel from i to j","point","LSO","GHA",NA,"mean",0.00539105234423433
"pi","Probability of travel from i to j","point","MLI","GHA",NA,"mean",0.0826198568305106
"pi","Probability of travel from i to j","point","MOZ","GHA",NA,"mean",0.00793829046463307
"pi","Probability of travel from i to j","point","MRT","GHA",NA,"mean",0.058072664550403
"pi","Probability of travel from i to j","point","MWI","GHA",NA,"mean",0.00659866266574371
"pi","Probability of travel from i to j","point","NAM","GHA",NA,"mean",0.0158560919976437
"pi","Probability of travel from i to j","point","NER","GHA",NA,"mean",0.0359056729684312
"pi","Probability of travel from i to j","point","NGA","GHA",NA,"mean",0.0907362406065162
"pi","Probability of travel from i to j","point","RWA","GHA",NA,"mean",0.00499286096441385
"pi","Probability of travel from i to j","point","SEN","GHA",NA,"mean",0.0500011252304571
"pi","Probability of travel from i to j","point","SLE","GHA",NA,"mean",0.0569249789040145
"pi","Probability of travel from i to j","point","SOM","GHA",NA,"mean",0.00683060494806618
"pi","Probability of travel from i to j","point","SSD","GHA",NA,"mean",0.00983090525409888
"pi","Probability of travel from i to j","point","SWZ","GHA",NA,"mean",0.00857788444907267
"pi","Probability of travel from i to j","point","TCD","GHA",NA,"mean",0.0247072203060798
"pi","Probability of travel from i to j","point","TGO","GHA",NA,"mean",0.270129032609432
"pi","Probability of travel from i to j","point","TZA","GHA",NA,"mean",0.00777285653923882
"pi","Probability of travel from i to j","point","UGA","GHA",NA,"mean",0.00722743807294141
"pi","Probability of travel from i to j","point","ZAF","GHA",NA,"mean",0.0154493454252571
"pi","Probability of travel from i to j","point","ZMB","GHA",NA,"mean",0.00927235781035735
"pi","Probability of travel from i to j","point","ZWE","GHA",NA,"mean",0.0086514190571683
"pi","Probability of travel from i to j","point","AGO","GIN",NA,"mean",0.00540028665117647
"pi","Probability of travel from i to j","point","BDI","GIN",NA,"mean",0.00141484868152663
"pi","Probability of travel from i to j","point","BEN","GIN",NA,"mean",0.0085597852547671
"pi","Probability of travel from i to j","point","BFA","GIN",NA,"mean",0.0229622756322145
"pi","Probability of travel from i to j","point","BWA","GIN",NA,"mean",0.00322805429006913
"pi","Probability of travel from i to j","point","CAF","GIN",NA,"mean",0.00435129356158247
"pi","Probability of travel from i to j","point","CIV","GIN",NA,"mean",0.0553670996880687
"pi","Probability of travel from i to j","point","CMR","GIN",NA,"mean",0.00477743134474084
"pi","Probability of travel from i to j","point","COD","GIN",NA,"mean",0.00406090386308669
"pi","Probability of travel from i to j","point","COG","GIN",NA,"mean",0.00498852528076936
"pi","Probability of travel from i to j","point","ERI","GIN",NA,"mean",0.00277141819643607
"pi","Probability of travel from i to j","point","ETH","GIN",NA,"mean",0.00336344178953346
"pi","Probability of travel from i to j","point","GAB","GIN",NA,"mean",0.00590059006010988
"pi","Probability of travel from i to j","point","GHA","GIN",NA,"mean",0.0186451445076597
"pi","Probability of travel from i to j","point","GIN","GIN",NA,"mean",NA
"pi","Probability of travel from i to j","point","GMB","GIN",NA,"mean",0.0511478060295296
"pi","Probability of travel from i to j","point","GNB","GIN",NA,"mean",0.0983545795646648
"pi","Probability of travel from i to j","point","GNQ","GIN",NA,"mean",0.00574452520310243
"pi","Probability of travel from i to j","point","KEN","GIN",NA,"mean",0.00201212046828828
"pi","Probability of travel from i to j","point","LBR","GIN",NA,"mean",0.0963253084270827
"pi","Probability of travel from i to j","point","LSO","GIN",NA,"mean",0.00179680332706699
"pi","Probability of travel from i to j","point","MLI","GIN",NA,"mean",0.0329587469941616
"pi","Probability of travel from i to j","point","MOZ","GIN",NA,"mean",0.00251340620004138
"pi","Probability of travel from i to j","point","MRT","GIN",NA,"mean",0.0488305852285966
"pi","Probability of travel from i to j","point","MWI","GIN",NA,"mean",0.00203866910033382
"pi","Probability of travel from i to j","point","NAM","GIN",NA,"mean",0.00497878199558696
"pi","Probability of travel from i to j","point","NER","GIN",NA,"mean",0.00812409486563891
"pi","Probability of travel from i to j","point","NGA","GIN",NA,"mean",0.0132470483418108
"pi","Probability of travel from i to j","point","RWA","GIN",NA,"mean",0.00141334662883818
"pi","Probability of travel from i to j","point","SEN","GIN",NA,"mean",0.10171313573714
"pi","Probability of travel from i to j","point","SLE","GIN",NA,"mean",0.292724897482839
"pi","Probability of travel from i to j","point","SOM","GIN",NA,"mean",0.00217551069250535
"pi","Probability of travel from i to j","point","SSD","GIN",NA,"mean",0.00276614340512039
"pi","Probability of travel from i to j","point","SWZ","GIN",NA,"mean",0.00282171652444332
"pi","Probability of travel from i to j","point","TCD","GIN",NA,"mean",0.00618936489790023
"pi","Probability of travel from i to j","point","TGO","GIN",NA,"mean",0.00893657545892627
"pi","Probability of travel from i to j","point","TZA","GIN",NA,"mean",0.00233614235179681
"pi","Probability of travel from i to j","point","UGA","GIN",NA,"mean",0.00207757934948062
"pi","Probability of travel from i to j","point","ZAF","GIN",NA,"mean",0.00512275659952042
"pi","Probability of travel from i to j","point","ZMB","GIN",NA,"mean",0.0027665273675677
"pi","Probability of travel from i to j","point","ZWE","GIN",NA,"mean",0.00270817919265115
"pi","Probability of travel from i to j","point","AGO","GMB",NA,"mean",0.000880306161357224
"pi","Probability of travel from i to j","point","BDI","GMB",NA,"mean",0.000239166803122864
"pi","Probability of travel from i to j","point","BEN","GMB",NA,"mean",0.00107234733196757
"pi","Probability of travel from i to j","point","BFA","GMB",NA,"mean",0.00258665170916767
"pi","Probability of travel from i to j","point","BWA","GMB",NA,"mean",0.000552554681634784
"pi","Probability of travel from i to j","point","CAF","GMB",NA,"mean",0.000703446511970457
"pi","Probability of travel from i to j","point","CIV","GMB",NA,"mean",0.00423110694919052
"pi","Probability of travel from i to j","point","CMR","GMB",NA,"mean",0.000719714892808468
"pi","Probability of travel from i to j","point","COD","GMB",NA,"mean",0.000666941681242807
"pi","Probability of travel from i to j","point","COG","GMB",NA,"mean",0.000773411726683732
"pi","Probability of travel from i to j","point","ERI","GMB",NA,"mean",0.000492311619015971
"pi","Probability of travel from i to j","point","ETH","GMB",NA,"mean",0.000591871016870781
"pi","Probability of travel from i to j","point","GAB","GMB",NA,"mean",0.000886119077943542
"pi","Probability of travel from i to j","point","GHA","GMB",NA,"mean",0.00198875877695965
"pi","Probability of travel from i to j","point","GIN","GMB",NA,"mean",0.0146335908635223
"pi","Probability of travel from i to j","point","GMB","GMB",NA,"mean",NA
"pi","Probability of travel from i to j","point","GNB","GMB",NA,"mean",0.101487713515961
"pi","Probability of travel from i to j","point","GNQ","GMB",NA,"mean",0.000842625338217617
"pi","Probability of travel from i to j","point","KEN","GMB",NA,"mean",0.00034966788034532
"pi","Probability of travel from i to j","point","LBR","GMB",NA,"mean",0.00601839265808009
"pi","Probability of travel from i to j","point","LSO","GMB",NA,"mean",0.000315021013556746
"pi","Probability of travel from i to j","point","MLI","GMB",NA,"mean",0.00481116545101803
"pi","Probability of travel from i to j","point","MOZ","GMB",NA,"mean",0.000437632535866164
"pi","Probability of travel from i to j","point","MRT","GMB",NA,"mean",0.0123701982263045
"pi","Probability of travel from i to j","point","MWI","GMB",NA,"mean",0.000352324296344865
"pi","Probability of travel from i to j","point","NAM","GMB",NA,"mean",0.000841061103297464
"pi","Probability of travel from i to j","point","NER","GMB",NA,"mean",0.00128911462975893
"pi","Probability of travel from i to j","point","NGA","GMB",NA,"mean",0.00189665041952618
"pi","Probability of travel from i to j","point","RWA","GMB",NA,"mean",0.000238855496480174
"pi","Probability of travel from i to j","point","SEN","GMB",NA,"mean",0.176156422648429
"pi","Probability of travel from i to j","point","SLE","GMB",NA,"mean",0.0114144180118803
"pi","Probability of travel from i to j","point","SOM","GMB",NA,"mean",0.000387418813781152
"pi","Probability of travel from i to j","point","SSD","GMB",NA,"mean",0.00047144312607815
"pi","Probability of travel from i to j","point","SWZ","GMB",NA,"mean",0.000494282174140015
"pi","Probability of travel from i to j","point","TCD","GMB",NA,"mean",0.00102353569454882
"pi","Probability of travel from i to j","point","TGO","GMB",NA,"mean",0.00105623164757486
"pi","Probability of travel from i to j","point","TZA","GMB",NA,"mean",0.000402344997140906
"pi","Probability of travel from i to j","point","UGA","GMB",NA,"mean",0.000354676298652782
"pi","Probability of travel from i to j","point","ZAF","GMB",NA,"mean",0.00089335860223504
"pi","Probability of travel from i to j","point","ZMB","GMB",NA,"mean",0.000469377848379486
"pi","Probability of travel from i to j","point","ZWE","GMB",NA,"mean",0.00046657697617387
"pi","Probability of travel from i to j","point","AGO","GNB",NA,"mean",0.000743579773366094
"pi","Probability of travel from i to j","point","BDI","GNB",NA,"mean",0.000198618950138764
"pi","Probability of travel from i to j","point","BEN","GNB",NA,"mean",0.000914967919755572
"pi","Probability of travel from i to j","point","BFA","GNB",NA,"mean",0.00219663820099811
"pi","Probability of travel from i to j","point","BWA","GNB",NA,"mean",0.000463212425355041
"pi","Probability of travel from i to j","point","CAF","GNB",NA,"mean",0.000583832868803541
"pi","Probability of travel from i to j","point","CIV","GNB",NA,"mean",0.00394358779613812
"pi","Probability of travel from i to j","point","CMR","GNB",NA,"mean",0.000604631210207386
"pi","Probability of travel from i to j","point","COD","GNB",NA,"mean",0.000557038325522864
"pi","Probability of travel from i to j","point","COG","GNB",NA,"mean",0.000652715136162577
"pi","Probability of travel from i to j","point","ERI","GNB",NA,"mean",0.000401508126965027
"pi","Probability of travel from i to j","point","ETH","GNB",NA,"mean",0.000485023446743115
"pi","Probability of travel from i to j","point","GAB","GNB",NA,"mean",0.000752974716774418
"pi","Probability of travel from i to j","point","GHA","GNB",NA,"mean",0.00175170160904627
"pi","Probability of travel from i to j","point","GIN","GNB",NA,"mean",0.0162904270371175
"pi","Probability of travel from i to j","point","GMB","GNB",NA,"mean",0.0587526489059997
"pi","Probability of travel from i to j","point","GNB","GNB",NA,"mean",NA
"pi","Probability of travel from i to j","point","GNQ","GNB",NA,"mean",0.000716647661932981
"pi","Probability of travel from i to j","point","KEN","GNB",NA,"mean",0.000288240598483959
"pi","Probability of travel from i to j","point","LBR","GNB",NA,"mean",0.00614552889125853
"pi","Probability of travel from i to j","point","LSO","GNB",NA,"mean",0.000262994291811308
"pi","Probability of travel from i to j","point","MLI","GNB",NA,"mean",0.00380945345130587
"pi","Probability of travel from i to j","point","MOZ","GNB",NA,"mean",0.000363631632383892
"pi","Probability of travel from i to j","point","MRT","GNB",NA,"mean",0.0084239775316475
"pi","Probability of travel from i to j","point","MWI","GNB",NA,"mean",0.000292803189895621
"pi","Probability of travel from i to j","point","NAM","GNB",NA,"mean",0.000709241641308987
"pi","Probability of travel from i to j","point","NER","GNB",NA,"mean",0.00104904599035734
"pi","Probability of travel from i to j","point","NGA","GNB",NA,"mean",0.00159159342352777
